Date,Transaction Count
18-07-2018 00:00,2010684
19-07-2018 00:00,2197057
20-07-2018 00:00,2329795
21-07-2018 00:00,2230809
22-07-2018 00:00,2038390
23-07-2018 00:00,1881807
24-07-2018 00:00,1878605
25-07-2018 00:00,2026714
26-07-2018 00:00,2099344
27-07-2018 00:00,2184490
28-07-2018 00:00,2165404
29-07-2018 00:00,1830806
30-07-2018 00:00,1974069
31-07-2018 00:00,2164705
01-08-2018 00:00,2098226
02-08-2018 00:00,2060031
03-08-2018 00:00,2379211
04-08-2018 00:00,2240709
05-08-2018 00:00,1906493
06-08-2018 00:00,1942109
07-08-2018 00:00,2028620
08-08-2018 00:00,2078565
09-08-2018 00:00,2127226
10-08-2018 00:00,2409232
11-08-2018 00:00,2230679
12-08-2018 00:00,1865829
13-08-2018 00:00,2064132
14-08-2018 00:00,2249267
15-08-2018 00:00,2031333
16-08-2018 00:00,2296338
17-08-2018 00:00,2343071
18-08-2018 00:00,2246587
19-08-2018 00:00,1916745
20-08-2018 00:00,1898217
21-08-2018 00:00,1821441
22-08-2018 00:00,1970972
23-08-2018 00:00,2297528
24-08-2018 00:00,2305170
25-08-2018 00:00,2229171
26-08-2018 00:00,1877403
27-08-2018 00:00,1913331
28-08-2018 00:00,2148681
29-08-2018 00:00,2013384
30-08-2018 00:00,2092186
31-08-2018 00:00,2698763
01-09-2018 00:00,2416339
02-09-2018 00:00,1896259
03-09-2018 00:00,1921650
04-09-2018 00:00,1828854
05-09-2018 00:00,1908888
06-09-2018 00:00,2019373
07-09-2018 00:00,2148336
08-09-2018 00:00,2208392
09-09-2018 00:00,1761826
10-09-2018 00:00,1887941
11-09-2018 00:00,1939339
12-09-2018 00:00,1921816
13-09-2018 00:00,2018605
14-09-2018 00:00,2326344
15-09-2018 00:00,2294180
16-09-2018 00:00,1773888
17-09-2018 00:00,1894824
18-09-2018 00:00,1934280
19-09-2018 00:00,1962840
20-09-2018 00:00,2169128
21-09-2018 00:00,2355478
22-09-2018 00:00,2363658
23-09-2018 00:00,1920258
24-09-2018 00:00,1933827
25-09-2018 00:00,2010322
26-09-2018 00:00,2074818
27-09-2018 00:00,2501948
28-09-2018 00:00,2560962
29-09-2018 00:00,2651586
30-09-2018 00:00,2055683
01-10-2018 00:00,2101219
02-10-2018 00:00,1983480
03-10-2018 00:00,2072670
04-10-2018 00:00,2155492
05-10-2018 00:00,2490394
06-10-2018 00:00,2427765
07-10-2018 00:00,1961472
08-10-2018 00:00,1948761
09-10-2018 00:00,1947968
10-10-2018 00:00,2269944
11-10-2018 00:00,2190886
12-10-2018 00:00,2415690
13-10-2018 00:00,2426897
14-10-2018 00:00,1912097
15-10-2018 00:00,2066120
16-10-2018 00:00,2120636
17-10-2018 00:00,2054756
18-10-2018 00:00,2061972
19-10-2018 00:00,2512882
20-10-2018 00:00,2412159
21-10-2018 00:00,1997508
22-10-2018 00:00,1955604
23-10-2018 00:00,2029738
24-10-2018 00:00,2103731
25-10-2018 00:00,2151355
26-10-2018 00:00,2325914
27-10-2018 00:00,2482278
28-10-2018 00:00,1802401
29-10-2018 00:00,2020017
30-10-2018 00:00,2121018
31-10-2018 00:00,2142687
01-11-2018 00:00,2165987
02-11-2018 00:00,2659290
03-11-2018 00:00,2581360
04-11-2018 00:00,2229446
05-11-2018 00:00,2086801
06-11-2018 00:00,1973148
07-11-2018 00:00,1950308
08-11-2018 00:00,2324171
09-11-2018 00:00,2473355
10-11-2018 00:00,2626661
11-11-2018 00:00,1953138
12-11-2018 00:00,2098383
13-11-2018 00:00,2180171
14-11-2018 00:00,2421656
15-11-2018 00:00,2457738
16-11-2018 00:00,2659871
17-11-2018 00:00,2806963
18-11-2018 00:00,2319941
19-11-2018 00:00,2703143
20-11-2018 00:00,2866559
21-11-2018 00:00,3019048
22-11-2018 00:00,2224665
23-11-2018 00:00,3853078
24-11-2018 00:00,3271368
25-11-2018 00:00,2654371
26-11-2018 00:00,3114017
27-11-2018 00:00,3108412
28-11-2018 00:00,3024816
29-11-2018 00:00,3312578
30-11-2018 00:00,3874626
01-12-2018 00:00,3916236
02-12-2018 00:00,3195789
03-12-2018 00:00,3584845
04-12-2018 00:00,3729781
05-12-2018 00:00,4098574
06-12-2018 00:00,4340973
07-12-2018 00:00,4796753
08-12-2018 00:00,5418646
09-12-2018 00:00,4324990
10-12-2018 00:00,4889521
11-12-2018 00:00,5166186
12-12-2018 00:00,5098390
13-12-2018 00:00,5519922
14-12-2018 00:00,6563464
15-12-2018 00:00,7753421
16-12-2018 00:00,6602519
17-12-2018 00:00,7607816
18-12-2018 00:00,8359921
19-12-2018 00:00,9323120
20-12-2018 00:00,10437773
21-12-2018 00:00,12072154
22-12-2018 00:00,12748304
23-12-2018 00:00,12760109
24-12-2018 00:00,13649296
25-12-2018 00:00,3710950
26-12-2018 00:00,4979283
27-12-2018 00:00,5070313
28-12-2018 00:00,4838417
29-12-2018 00:00,4397841
30-12-2018 00:00,3736114
31-12-2018 00:00,3849566
01-01-2019 00:00,2696421
02-01-2019 00:00,3305187
03-01-2019 00:00,3313575
04-01-2019 00:00,3393393
05-01-2019 00:00,3486347
06-01-2019 00:00,2841354
07-01-2019 00:00,2685121
08-01-2019 00:00,2576995
09-01-2019 00:00,2779706
10-01-2019 00:00,2768156
11-01-2019 00:00,2919437
12-01-2019 00:00,2967700
13-01-2019 00:00,2386460
14-01-2019 00:00,2409541
15-01-2019 00:00,2560834
16-01-2019 00:00,2463917
17-01-2019 00:00,2559570
18-01-2019 00:00,2907130
19-01-2019 00:00,2793289
20-01-2019 00:00,2194069
21-01-2019 00:00,2317147
22-01-2019 00:00,2278594
23-01-2019 00:00,2252720
24-01-2019 00:00,2245333
25-01-2019 00:00,2825642
26-01-2019 00:00,2711801
27-01-2019 00:00,2210420
28-01-2019 00:00,2199575
29-01-2019 00:00,2413069
30-01-2019 00:00,2325280
31-01-2019 00:00,2539320
01-02-2019 00:00,3043978
02-02-2019 00:00,3111754
03-02-2019 00:00,2472929
04-02-2019 00:00,2202130
05-02-2019 00:00,2299196
06-02-2019 00:00,2376409
07-02-2019 00:00,2369253
08-02-2019 00:00,2865188
09-02-2019 00:00,2953968
10-02-2019 00:00,2360693
11-02-2019 00:00,2418140
12-02-2019 00:00,2430951
13-02-2019 00:00,3102154
14-02-2019 00:00,3214791
15-02-2019 00:00,2768317
16-02-2019 00:00,2784936
17-02-2019 00:00,2188415
18-02-2019 00:00,2112450
19-02-2019 00:00,2144405
20-02-2019 00:00,2116794
21-02-2019 00:00,2197621
22-02-2019 00:00,2466717
23-02-2019 00:00,2617258
24-02-2019 00:00,1928743
25-02-2019 00:00,2076355
26-02-2019 00:00,2085651
27-02-2019 00:00,2126936
28-02-2019 00:00,2470889
01-03-2019 00:00,2856516
02-03-2019 00:00,2829287
03-03-2019 00:00,2180124
04-03-2019 00:00,2164959
05-03-2019 00:00,2117200
06-03-2019 00:00,2048795
07-03-2019 00:00,2277250
08-03-2019 00:00,2526106
09-03-2019 00:00,2483209
10-03-2019 00:00,1947709
11-03-2019 00:00,2101293
12-03-2019 00:00,2138016
13-03-2019 00:00,2084252
14-03-2019 00:00,2369890
15-03-2019 00:00,2605507
16-03-2019 00:00,2674992
17-03-2019 00:00,2084108
18-03-2019 00:00,2102903
19-03-2019 00:00,2060113
20-03-2019 00:00,2138655
21-03-2019 00:00,2141433
22-03-2019 00:00,2468536
23-03-2019 00:00,2499369
24-03-2019 00:00,2024515
25-03-2019 00:00,2155407
26-03-2019 00:00,2117926
27-03-2019 00:00,2157121
28-03-2019 00:00,2257010
29-03-2019 00:00,2627222
30-03-2019 00:00,2635827
31-03-2019 00:00,2146097
01-04-2019 00:00,2227783
02-04-2019 00:00,2158386
03-04-2019 00:00,2138636
04-04-2019 00:00,2221080
05-04-2019 00:00,2603772
06-04-2019 00:00,2508555
07-04-2019 00:00,2033685
08-04-2019 00:00,2196559
09-04-2019 00:00,2151842
10-04-2019 00:00,2198283
11-04-2019 00:00,2207053
12-04-2019 00:00,2622152
13-04-2019 00:00,2687554
14-04-2019 00:00,2182480
15-04-2019 00:00,2472397
16-04-2019 00:00,2428608
17-04-2019 00:00,2616037
18-04-2019 00:00,2876610
19-04-2019 00:00,3370843
20-04-2019 00:00,4226356
21-04-2019 00:00,1975356
22-04-2019 00:00,2286434
23-04-2019 00:00,2396298
24-04-2019 00:00,2310618
25-04-2019 00:00,2289200
26-04-2019 00:00,2547255
27-04-2019 00:00,2517118
28-04-2019 00:00,2065311
29-04-2019 00:00,2185202
30-04-2019 00:00,2454599
01-05-2019 00:00,2302923
02-05-2019 00:00,2551008
03-05-2019 00:00,2864969
04-05-2019 00:00,2806104
05-05-2019 00:00,2387306
06-05-2019 00:00,2548577
07-05-2019 00:00,2591226
08-05-2019 00:00,2694666
09-05-2019 00:00,3100783
10-05-2019 00:00,3379862
11-05-2019 00:00,3970973
12-05-2019 00:00,2972769
13-05-2019 00:00,2268970
14-05-2019 00:00,2236793
15-05-2019 00:00,2274634
16-05-2019 00:00,2418213
17-05-2019 00:00,2705694
18-05-2019 00:00,2709913
19-05-2019 00:00,2165850
20-05-2019 00:00,2269911
21-05-2019 00:00,2328758
22-05-2019 00:00,2429337
23-05-2019 00:00,2489602
24-05-2019 00:00,2814836
25-05-2019 00:00,2588421
26-05-2019 00:00,2146586
27-05-2019 00:00,2161313
28-05-2019 00:00,2219457
29-05-2019 00:00,2450056
30-05-2019 00:00,2591701
31-05-2019 00:00,2974574
01-06-2019 00:00,2951831
02-06-2019 00:00,2393530
03-06-2019 00:00,2609592
04-06-2019 00:00,2575087
05-06-2019 00:00,2538631
06-06-2019 00:00,2693643
07-06-2019 00:00,2915205
08-06-2019 00:00,2891697
09-06-2019 00:00,2374784
10-06-2019 00:00,2592799
11-06-2019 00:00,2756505
12-06-2019 00:00,3074717
13-06-2019 00:00,2960619
14-06-2019 00:00,3478215
15-06-2019 00:00,4032156
16-06-2019 00:00,3311886
17-06-2019 00:00,2512243
18-06-2019 00:00,2560607
19-06-2019 00:00,2452233
20-06-2019 00:00,2591246
21-06-2019 00:00,2976475
22-06-2019 00:00,2747653
23-06-2019 00:00,2159333
24-06-2019 00:00,2668720
25-06-2019 00:00,2527256
26-06-2019 00:00,2666876
27-06-2019 00:00,2655708
28-06-2019 00:00,2889752
29-06-2019 00:00,2655321
30-06-2019 00:00,2279690
01-07-2019 00:00,2438360
02-07-2019 00:00,2495127
03-07-2019 00:00,2531195
04-07-2019 00:00,2174217
05-07-2019 00:00,2530250
06-07-2019 00:00,2510980
07-07-2019 00:00,2032842
08-07-2019 00:00,2291760
